date,boro,metric,value
2019-05-19,QUEENS,complaints,2047
2019-05-19,QUEENS,Noise - Residential,2047
2019-05-19,QUEENS,Request Large Bulky Item Collection,2047
2019-05-19,QUEENS,Illegal Parking,2047
2019-05-19,QUEENS,Noise - Vehicle,2047
2019-05-19,QUEENS,Blocked Driveway,2047
2019-05-19,STATEN ISLAND,complaints,344
2019-05-19,STATEN ISLAND,Request Large Bulky Item Collection,344
2019-05-19,STATEN ISLAND,Noise - Residential,344
2019-05-19,STATEN ISLAND,Illegal Parking,344
2019-05-19,STATEN ISLAND,Electronics Waste,344
2019-05-19,STATEN ISLAND,Missed Collection (All Materials),344
2019-05-19,Unspecified,complaints,43
2019-05-19,Unspecified,Maintenance or Facility,43
2019-05-19,Unspecified,Benefit Card Replacement,43
2019-05-19,Unspecified,Taxi Complaint,43
2019-05-19,Unspecified,DPR Internal,43
2019-05-19,Unspecified,Bridge Condition,43
2019-05-20,Unspecified,Street Condition,123
2019-05-20,NYC,Request Large Bulky Item Collection,9183
2019-05-20,NYC,Illegal Parking,9183
2019-05-20,NYC,Noise - Residential,9183
2019-05-20,NYC,Street Condition,9183
2019-05-20,NYC,Noise - Street/Sidewalk,9183
2019-05-20,BRONX,complaints,1569
2019-05-20,BRONX,Noise - Street/Sidewalk,1569
2019-05-20,BRONX,Noise - Residential,1569
2019-05-20,BRONX,Blocked Driveway,1569
2019-05-20,BRONX,UNSANITARY CONDITION,1569
2019-05-20,BRONX,Illegal Parking,1569
2019-05-20,BROOKLYN,complaints,2993
2019-05-20,BROOKLYN,Request Large Bulky Item Collection,2993
2019-05-20,BROOKLYN,Illegal Parking,2993
2019-05-20,BROOKLYN,Noise - Residential,2993
2019-05-20,BROOKLYN,Noise - Street/Sidewalk,2993
2019-05-20,BROOKLYN,Blocked Driveway,2993
2019-05-20,MANHATTAN,complaints,1639
2019-05-20,MANHATTAN,Noise - Street/Sidewalk,1639
2019-05-20,MANHATTAN,Illegal Parking,1639
2019-05-20,MANHATTAN,Request Large Bulky Item Collection,1639
2019-05-20,MANHATTAN,Noise - Residential,1639
2019-05-20,MANHATTAN,Noise,1639
2019-05-20,QUEENS,complaints,2325
2019-05-20,QUEENS,Request Large Bulky Item Collection,2325
2019-05-20,QUEENS,Illegal Parking,2325
2019-05-20,QUEENS,Street Condition,2325
2019-05-20,QUEENS,Blocked Driveway,2325
2019-05-20,QUEENS,Noise - Residential,2325
2019-05-20,STATEN ISLAND,complaints,534
2019-05-20,STATEN ISLAND,Request Large Bulky Item Collection,534
2019-05-20,STATEN ISLAND,Street Condition,534
2019-05-20,STATEN ISLAND,Electronics Waste,534
2019-05-20,STATEN ISLAND,Street Light Condition,534
2019-05-20,STATEN ISLAND,Illegal Parking,534
2019-05-20,Unspecified,complaints,123
2019-05-20,Unspecified,Benefit Card Replacement,123
2019-05-20,Unspecified,DOF Parking - Payment Issue,123
2019-05-20,Unspecified,HPD Literature Request,123
2019-05-20,Unspecified,Highway Condition,123
2019-05-20,Unspecified,Street Condition,123
2019-05-21,Unspecified,Highway Condition,124
2019-05-21,NYC,Request Large Bulky Item Collection,8857
2019-05-21,NYC,Illegal Parking,8857
2019-05-21,NYC,Noise - Residential,8857
2019-05-21,NYC,Blocked Driveway,8857
2019-05-21,NYC,Street Condition,8857
2019-05-21,BRONX,complaints,1446
2019-05-21,BRONX,Noise - Residential,1446
2019-05-21,BRONX,UNSANITARY CONDITION,1446
2019-05-21,BRONX,Blocked Driveway,1446
2019-05-21,BRONX,Illegal Parking,1446
2019-05-21,BRONX,Noise - Street/Sidewalk,1446
2019-05-21,BROOKLYN,complaints,2876
2019-05-21,BROOKLYN,Request Large Bulky Item Collection,2876
2019-05-21,BROOKLYN,Illegal Parking,2876
2019-05-21,BROOKLYN,Noise - Residential,2876
2019-05-21,BROOKLYN,Blocked Driveway,2876
2019-05-21,BROOKLYN,Street Condition,2876
2019-05-21,MANHATTAN,complaints,1633
2019-05-21,MANHATTAN,Noise - Street/Sidewalk,1633
2019-05-21,MANHATTAN,Request Large Bulky Item Collection,1633
2019-05-21,MANHATTAN,Illegal Parking,1633
2019-05-21,MANHATTAN,Noise,1633
2019-05-21,MANHATTAN,Noise - Residential,1633
2019-05-21,QUEENS,complaints,2250
2019-05-21,QUEENS,Request Large Bulky Item Collection,2250
2019-05-21,QUEENS,Blocked Driveway,2250
2019-05-21,QUEENS,Street Condition,2250
2019-05-21,QUEENS,Illegal Parking,2250
2019-05-21,QUEENS,Noise - Vehicle,2250
2019-05-21,STATEN ISLAND,complaints,528
2019-05-21,STATEN ISLAND,Request Large Bulky Item Collection,528
2019-05-21,STATEN ISLAND,Electronics Waste,528
2019-05-21,STATEN ISLAND,Illegal Parking,528
2019-05-21,STATEN ISLAND,Street Condition,528
2019-05-21,STATEN ISLAND,Missed Collection (All Materials),528
2019-05-21,Unspecified,complaints,124
2019-05-21,Unspecified,Benefit Card Replacement,124
2019-05-21,Unspecified,DCA / DOH New License Application Request,124
2019-05-21,Unspecified,HPD Literature Request,124
2019-05-21,Unspecified,DOF Parking - Payment Issue,124
2019-05-21,Unspecified,Highway Condition,124
2019-05-22,Unspecified,Question,114
2019-05-22,NYC,Request Large Bulky Item Collection,8770
2019-05-22,NYC,Illegal Parking,8770
2019-05-22,NYC,Noise - Residential,8770
2019-05-22,NYC,Street Condition,8770
2019-05-22,NYC,Noise - Street/Sidewalk,8770
2019-05-22,BRONX,complaints,1238
2019-05-22,BRONX,Noise - Residential,1238
2019-05-22,BRONX,Noise - Street/Sidewalk,1238
2019-05-22,BRONX,UNSANITARY CONDITION,1238
2019-05-22,BRONX,Illegal Parking,1238
2019-05-22,BRONX,Street Light Condition,1238
2019-05-22,BROOKLYN,complaints,2777
2019-05-22,BROOKLYN,Request Large Bulky Item Collection,2777
2019-05-22,BROOKLYN,Illegal Parking,2777
2019-05-22,BROOKLYN,Noise - Residential,2777
2019-05-22,BROOKLYN,Street Condition,2777
2019-05-22,BROOKLYN,Blocked Driveway,2777
2019-05-22,MANHATTAN,complaints,1738
2019-05-22,MANHATTAN,Noise - Residential,1738
2019-05-22,MANHATTAN,Noise - Street/Sidewalk,1738
2019-05-22,MANHATTAN,Illegal Parking,1738
2019-05-22,MANHATTAN,Request Large Bulky Item Collection,1738
2019-05-22,MANHATTAN,Noise,1738
2019-05-22,QUEENS,complaints,2358
2019-05-22,QUEENS,Request Large Bulky Item Collection,2358
2019-05-22,QUEENS,Illegal Parking,2358
2019-05-22,QUEENS,Blocked Driveway,2358
2019-05-22,QUEENS,Street Condition,2358
2019-05-22,QUEENS,Noise - Vehicle,2358
2019-05-22,STATEN ISLAND,complaints,545
2019-05-22,STATEN ISLAND,Request Large Bulky Item Collection,545
2019-05-22,STATEN ISLAND,Electronics Waste,545
2019-05-22,STATEN ISLAND,Street Condition,545
2019-05-22,STATEN ISLAND,Illegal Parking,545
2019-05-22,STATEN ISLAND,Missed Collection (All Materials),545
2019-05-22,Unspecified,complaints,114
2019-05-22,Unspecified,Benefit Card Replacement,114
2019-05-22,Unspecified,Highway Condition,114
2019-05-22,Unspecified,DOF Parking - Payment Issue,114
2019-05-22,Unspecified,DCA / DOH New License Application Request,114
2019-05-22,Unspecified,Question,114
2019-05-23,Unspecified,DOF Parking - Payment Issue,104
2019-05-23,NYC,Request Large Bulky Item Collection,8150
2019-05-23,NYC,Illegal Parking,8150
2019-05-23,NYC,Noise - Residential,8150
2019-05-23,NYC,Street Condition,8150
2019-05-23,NYC,Blocked Driveway,8150
2019-05-23,BRONX,complaints,1162
2019-05-23,BRONX,Noise - Residential,1162
2019-05-23,BRONX,UNSANITARY CONDITION,1162
2019-05-23,BRONX,Illegal Parking,1162
2019-05-23,BRONX,Blocked Driveway,1162
2019-05-23,BRONX,PLUMBING,1162
2019-05-23,BROOKLYN,complaints,2756
2019-05-23,BROOKLYN,Request Large Bulky Item Collection,2756
2019-05-23,BROOKLYN,Illegal Parking,2756
2019-05-23,BROOKLYN,Graffiti,2756
2019-05-23,BROOKLYN,Noise - Residential,2756
2019-05-23,BROOKLYN,UNSANITARY CONDITION,2756
2019-05-23,MANHATTAN,complaints,1501
2019-05-23,MANHATTAN,Illegal Parking,1501
2019-05-23,MANHATTAN,Noise,1501
2019-05-23,MANHATTAN,Noise - Street/Sidewalk,1501
2019-05-23,MANHATTAN,Noise - Residential,1501
2019-05-23,MANHATTAN,Request Large Bulky Item Collection,1501
2019-05-23,QUEENS,complaints,2146
2019-05-23,QUEENS,Request Large Bulky Item Collection,2146
2019-05-23,QUEENS,Illegal Parking,2146
2019-05-23,QUEENS,Blocked Driveway,2146
2019-05-23,QUEENS,Street Condition,2146
2019-05-23,QUEENS,Noise - Residential,2146
2019-05-23,STATEN ISLAND,complaints,481
2019-05-23,STATEN ISLAND,Request Large Bulky Item Collection,481
2019-05-23,STATEN ISLAND,Electronics Waste,481
2019-05-23,STATEN ISLAND,Street Condition,481
2019-05-23,STATEN ISLAND,Missed Collection (All Materials),481
2019-05-23,STATEN ISLAND,Illegal Parking,481
2019-05-23,Unspecified,complaints,104
2019-05-23,Unspecified,Benefit Card Replacement,104
2019-05-23,Unspecified,Highway Condition,104
2019-05-23,Unspecified,HPD Literature Request,104
2019-05-23,Unspecified,DCA / DOH New License Application Request,104
2019-05-23,Unspecified,DOF Parking - Payment Issue,104
2019-05-24,Unspecified,OEM Literature Request,113
2019-05-24,NYC,Noise - Residential,8207
2019-05-24,NYC,Request Large Bulky Item Collection,8207
2019-05-24,NYC,Illegal Parking,8207
2019-05-24,NYC,Noise - Street/Sidewalk,8207
2019-05-24,NYC,Blocked Driveway,8207
2019-05-24,BRONX,complaints,1338
2019-05-24,BRONX,Noise - Residential,1338
2019-05-24,BRONX,Noise - Street/Sidewalk,1338
2019-05-24,BRONX,Blocked Driveway,1338
2019-05-24,BRONX,Street Light Condition,1338
2019-05-24,BRONX,Illegal Parking,1338
2019-05-24,BROOKLYN,complaints,2594
2019-05-24,BROOKLYN,Request Large Bulky Item Collection,2594
2019-05-24,BROOKLYN,Illegal Parking,2594
2019-05-24,BROOKLYN,Noise - Residential,2594
2019-05-24,BROOKLYN,Blocked Driveway,2594
2019-05-24,BROOKLYN,Noise - Street/Sidewalk,2594
2019-05-24,MANHATTAN,complaints,1530
2019-05-24,MANHATTAN,Noise - Street/Sidewalk,1530
2019-05-24,MANHATTAN,Noise - Residential,1530
2019-05-24,MANHATTAN,Illegal Parking,1530
2019-05-24,MANHATTAN,Request Large Bulky Item Collection,1530
2019-05-24,MANHATTAN,Noise,1530
2019-05-24,QUEENS,complaints,2135
2019-05-24,QUEENS,Request Large Bulky Item Collection,2135
2019-05-24,QUEENS,Illegal Parking,2135
2019-05-24,QUEENS,Blocked Driveway,2135
2019-05-24,QUEENS,Noise - Residential,2135
2019-05-24,QUEENS,Street Condition,2135
2019-05-24,STATEN ISLAND,complaints,497
2019-05-24,STATEN ISLAND,Request Large Bulky Item Collection,497
2019-05-24,STATEN ISLAND,New Tree Request,497
2019-05-24,STATEN ISLAND,Missed Collection (All Materials),497
2019-05-24,STATEN ISLAND,Illegal Parking,497
2019-05-24,STATEN ISLAND,Street Condition,497
2019-05-24,Unspecified,complaints,113
2019-05-24,Unspecified,Benefit Card Replacement,113
2019-05-24,Unspecified,HPD Literature Request,113
2019-05-24,Unspecified,DOF Parking - Payment Issue,113
2019-05-24,Unspecified,Highway Condition,113
2019-05-24,Unspecified,OEM Literature Request,113
2019-05-25,Unspecified,Violation of Park Rules,40
2019-05-25,NYC,Noise - Residential,6035
2019-05-25,NYC,Noise - Street/Sidewalk,6035
2019-05-25,NYC,Illegal Parking,6035
2019-05-25,NYC,Request Large Bulky Item Collection,6035
2019-05-25,NYC,Blocked Driveway,6035
2019-05-25,BRONX,complaints,1055
2019-05-25,BRONX,Noise - Residential,1055
2019-05-25,BRONX,Noise - Street/Sidewalk,1055
2019-05-25,BRONX,Blocked Driveway,1055
2019-05-25,BRONX,Noise - Vehicle,1055
2019-05-25,BRONX,Illegal Parking,1055
2019-05-25,BROOKLYN,complaints,1875
2019-05-25,BROOKLYN,Noise - Residential,1875
2019-05-25,BROOKLYN,Noise - Street/Sidewalk,1875
2019-05-25,BROOKLYN,Illegal Parking,1875
2019-05-25,BROOKLYN,Request Large Bulky Item Collection,1875
2019-05-25,BROOKLYN,Blocked Driveway,1875
2019-05-25,MANHATTAN,complaints,1129
2019-05-25,MANHATTAN,Noise - Street/Sidewalk,1129
2019-05-25,MANHATTAN,Noise - Residential,1129
2019-05-25,MANHATTAN,Illegal Parking,1129
2019-05-25,MANHATTAN,Noise - Commercial,1129
2019-05-25,MANHATTAN,Noise,1129
2019-05-25,QUEENS,complaints,1570
2019-05-25,QUEENS,Noise - Residential,1570
2019-05-25,QUEENS,Blocked Driveway,1570
2019-05-25,QUEENS,Illegal Parking,1570
2019-05-25,QUEENS,Request Large Bulky Item Collection,1570
2019-05-25,QUEENS,Noise - Street/Sidewalk,1570
2019-05-25,STATEN ISLAND,complaints,366
2019-05-25,STATEN ISLAND,Noise - Residential,366
2019-05-25,STATEN ISLAND,Request Large Bulky Item Collection,366
2019-05-25,STATEN ISLAND,Illegal Parking,366
2019-05-25,STATEN ISLAND,Blocked Driveway,366
2019-05-25,STATEN ISLAND,New Tree Request,366
2019-05-25,Unspecified,complaints,40
2019-05-25,Unspecified,Benefit Card Replacement,40
2019-05-25,Unspecified,Maintenance or Facility,40
2019-05-25,Unspecified,HPD Literature Request,40
2019-05-25,Unspecified,DPR Internal,40
2019-05-25,Unspecified,Violation of Park Rules,40
2019-05-26,Unspecified,HPD Literature Request,38
2019-05-26,NYC,Noise - Residential,6587
2019-05-26,NYC,Noise - Street/Sidewalk,6587
2019-05-26,NYC,Illegal Parking,6587
2019-05-26,NYC,Request Large Bulky Item Collection,6587
2019-05-26,NYC,Blocked Driveway,6587
2019-05-26,BRONX,complaints,1386
2019-05-26,BRONX,Noise - Residential,1386
2019-05-26,BRONX,Noise - Street/Sidewalk,1386
2019-05-26,BRONX,Noise - Vehicle,1386
2019-05-26,BRONX,Blocked Driveway,1386
2019-05-26,BRONX,Illegal Parking,1386
2019-05-26,BROOKLYN,complaints,1945
2019-05-26,BROOKLYN,Noise - Residential,1945
2019-05-26,BROOKLYN,Noise - Street/Sidewalk,1945
2019-05-26,BROOKLYN,Request Large Bulky Item Collection,1945
2019-05-26,BROOKLYN,Illegal Parking,1945
2019-05-26,BROOKLYN,Blocked Driveway,1945
2019-05-26,MANHATTAN,complaints,1197
2019-05-26,MANHATTAN,Noise - Street/Sidewalk,1197
2019-05-26,MANHATTAN,Noise - Residential,1197
2019-05-26,MANHATTAN,Request Large Bulky Item Collection,1197
2019-05-26,MANHATTAN,Illegal Parking,1197
2019-05-26,MANHATTAN,Noise - Vehicle,1197
2019-05-26,QUEENS,complaints,1713
2019-05-26,QUEENS,Noise - Residential,1713
2019-05-26,QUEENS,Illegal Parking,1713
2019-05-26,QUEENS,Blocked Driveway,1713
2019-05-26,QUEENS,Request Large Bulky Item Collection,1713
2019-05-26,QUEENS,Noise - Street/Sidewalk,1713
2019-05-26,STATEN ISLAND,complaints,308
2019-05-26,STATEN ISLAND,Noise - Residential,308
2019-05-26,STATEN ISLAND,New Tree Request,308
2019-05-26,STATEN ISLAND,Illegal Parking,308
2019-05-26,STATEN ISLAND,Request Large Bulky Item Collection,308
2019-05-26,STATEN ISLAND,Street Condition,308
2019-05-26,Unspecified,complaints,38
2019-05-26,Unspecified,Benefit Card Replacement,38
2019-05-26,Unspecified,Noise - Residential,38
2019-05-26,Unspecified,Violation of Park Rules,38
2019-05-26,Unspecified,Maintenance or Facility,38
2019-05-26,Unspecified,HPD Literature Request,38
2019-05-27,Unspecified,DCA / DOH New License Application Request,51
2019-05-27,NYC,Noise - Residential,7652
2019-05-27,NYC,Noise - Street/Sidewalk,7652
2019-05-27,NYC,Request Large Bulky Item Collection,7652
2019-05-27,NYC,Illegal Parking,7652
2019-05-27,NYC,Blocked Driveway,7652
2019-05-27,BRONX,complaints,1422
2019-05-27,BRONX,Noise - Residential,1422
2019-05-27,BRONX,Noise - Street/Sidewalk,1422
2019-05-27,BRONX,Noise - Vehicle,1422
2019-05-27,BRONX,Illegal Parking,1422
2019-05-27,BRONX,Blocked Driveway,1422
2019-05-27,BROOKLYN,complaints,2503
2019-05-27,BROOKLYN,Noise - Residential,2503
2019-05-27,BROOKLYN,Noise - Street/Sidewalk,2503
2019-05-27,BROOKLYN,Request Large Bulky Item Collection,2503
2019-05-27,BROOKLYN,Illegal Parking,2503
2019-05-27,BROOKLYN,Blocked Driveway,2503
2019-05-27,MANHATTAN,complaints,1499
2019-05-27,MANHATTAN,Noise - Street/Sidewalk,1499
2019-05-27,MANHATTAN,Noise - Residential,1499
2019-05-27,MANHATTAN,Request Large Bulky Item Collection,1499
2019-05-27,MANHATTAN,Illegal Parking,1499
2019-05-27,MANHATTAN,Noise - Vehicle,1499
2019-05-27,QUEENS,complaints,1809
2019-05-27,QUEENS,Noise - Residential,1809
2019-05-27,QUEENS,Request Large Bulky Item Collection,1809
2019-05-27,QUEENS,Illegal Parking,1809
2019-05-27,QUEENS,Blocked Driveway,1809
2019-05-27,QUEENS,Noise - Street/Sidewalk,1809
2019-05-27,STATEN ISLAND,complaints,368
2019-05-27,STATEN ISLAND,Request Large Bulky Item Collection,368
2019-05-27,STATEN ISLAND,Noise - Residential,368
2019-05-27,STATEN ISLAND,Electronics Waste,368
2019-05-27,STATEN ISLAND,New Tree Request,368
2019-05-27,STATEN ISLAND,Illegal Parking,368
2019-05-27,Unspecified,complaints,51
2019-05-27,Unspecified,Benefit Card Replacement,51
2019-05-27,Unspecified,Maintenance or Facility,51
2019-05-27,Unspecified,Highway Condition,51
2019-05-27,Unspecified,HPD Literature Request,51
2019-05-27,Unspecified,DCA / DOH New License Application Request,51
2019-05-28,Unspecified,Question,140
2019-05-28,NYC,Request Large Bulky Item Collection,8723
2019-05-28,NYC,Illegal Parking,8723
2019-05-28,NYC,Noise - Residential,8723
2019-05-28,NYC,Street Condition,8723
2019-05-28,NYC,Blocked Driveway,8723
2019-05-28,BRONX,complaints,1253
2019-05-28,BRONX,Noise - Residential,1253
2019-05-28,BRONX,Noise - Street/Sidewalk,1253
2019-05-28,BRONX,UNSANITARY CONDITION,1253
2019-05-28,BRONX,Illegal Parking,1253
2019-05-28,BRONX,PAINT/PLASTER,1253
2019-05-28,BROOKLYN,complaints,2981
2019-05-28,BROOKLYN,Request Large Bulky Item Collection,2981
2019-05-28,BROOKLYN,Illegal Parking,2981
2019-05-28,BROOKLYN,Noise - Residential,2981
2019-05-28,BROOKLYN,Blocked Driveway,2981
2019-05-28,BROOKLYN,Street Condition,2981
2019-05-28,MANHATTAN,complaints,1557
2019-05-28,MANHATTAN,Request Large Bulky Item Collection,1557
2019-05-28,MANHATTAN,Noise - Residential,1557
2019-05-28,MANHATTAN,Noise - Street/Sidewalk,1557
2019-05-28,MANHATTAN,Illegal Parking,1557
2019-05-28,MANHATTAN,Street Condition,1557
2019-05-28,QUEENS,complaints,2254
2019-05-28,QUEENS,Request Large Bulky Item Collection,2254
2019-05-28,QUEENS,Illegal Parking,2254
2019-05-28,QUEENS,Blocked Driveway,2254
2019-05-28,QUEENS,Street Condition,2254
2019-05-28,QUEENS,Noise - Residential,2254
2019-05-28,STATEN ISLAND,complaints,538
2019-05-28,STATEN ISLAND,Request Large Bulky Item Collection,538
2019-05-28,STATEN ISLAND,Electronics Waste,538
2019-05-28,STATEN ISLAND,Street Condition,538
2019-05-28,STATEN ISLAND,Street Light Condition,538
2019-05-28,STATEN ISLAND,Water System,538
2019-05-28,Unspecified,complaints,140
2019-05-28,Unspecified,Benefit Card Replacement,140
2019-05-28,Unspecified,Highway Condition,140
2019-05-28,Unspecified,DCA / DOH New License Application Request,140
2019-05-28,Unspecified,DOF Parking - Payment Issue,140
2019-05-28,Unspecified,Question,140
2019-05-29,Unspecified,DOF Parking - Payment Issue,127
2019-05-29,NYC,Request Large Bulky Item Collection,8106
2019-05-29,NYC,Illegal Parking,8106
2019-05-29,NYC,Blocked Driveway,8106
2019-05-29,NYC,Street Condition,8106
2019-05-29,NYC,Noise - Residential,8106
2019-05-29,BRONX,complaints,1357
2019-05-29,BRONX,Street Light Condition,1357
2019-05-29,BRONX,Noise - Residential,1357
2019-05-29,BRONX,UNSANITARY CONDITION,1357
2019-05-29,BRONX,PAINT/PLASTER,1357
2019-05-29,BRONX,Blocked Driveway,1357
2019-05-29,BROOKLYN,complaints,2424
2019-05-29,BROOKLYN,Request Large Bulky Item Collection,2424
2019-05-29,BROOKLYN,Illegal Parking,2424
2019-05-29,BROOKLYN,Blocked Driveway,2424
2019-05-29,BROOKLYN,Street Condition,2424
2019-05-29,BROOKLYN,Noise - Residential,2424
2019-05-29,MANHATTAN,complaints,1447
2019-05-29,MANHATTAN,Request Large Bulky Item Collection,1447
2019-05-29,MANHATTAN,Illegal Parking,1447
2019-05-29,MANHATTAN,Noise,1447
2019-05-29,MANHATTAN,Noise - Residential,1447
2019-05-29,MANHATTAN,Noise - Street/Sidewalk,1447
2019-05-29,QUEENS,complaints,2114
2019-05-29,QUEENS,Request Large Bulky Item Collection,2114
2019-05-29,QUEENS,Illegal Parking,2114
2019-05-29,QUEENS,Blocked Driveway,2114
2019-05-29,QUEENS,Street Condition,2114
2019-05-29,QUEENS,Sewer,2114
2019-05-29,STATEN ISLAND,complaints,637
2019-05-29,STATEN ISLAND,Request Large Bulky Item Collection,637
2019-05-29,STATEN ISLAND,Street Condition,637
2019-05-29,STATEN ISLAND,Illegal Parking,637
2019-05-29,STATEN ISLAND,Electronics Waste,637
2019-05-29,STATEN ISLAND,Damaged Tree,637
2019-05-29,Unspecified,complaints,127
2019-05-29,Unspecified,Benefit Card Replacement,127
2019-05-29,Unspecified,Highway Condition,127
2019-05-29,Unspecified,HPD Literature Request,127
2019-05-29,Unspecified,DCA / DOH New License Application Request,127
2019-05-29,Unspecified,DOF Parking - Payment Issue,127
2019-05-30,Unspecified,Street Condition,110
2019-05-30,NYC,Request Large Bulky Item Collection,7936
2019-05-30,NYC,Illegal Parking,7936
2019-05-30,NYC,Blocked Driveway,7936
2019-05-30,NYC,Street Condition,7936
2019-05-30,NYC,Noise - Residential,7936
2019-05-30,BRONX,complaints,1215
2019-05-30,BRONX,Noise - Residential,1215
2019-05-30,BRONX,Blocked Driveway,1215
2019-05-30,BRONX,Illegal Parking,1215
2019-05-30,BRONX,UNSANITARY CONDITION,1215
2019-05-30,BRONX,Street Light Condition,1215
2019-05-30,BROOKLYN,complaints,2537
2019-05-30,BROOKLYN,Request Large Bulky Item Collection,2537
2019-05-30,BROOKLYN,Illegal Parking,2537
2019-05-30,BROOKLYN,Blocked Driveway,2537
2019-05-30,BROOKLYN,Sewer,2537
2019-05-30,BROOKLYN,Street Condition,2537
2019-05-30,MANHATTAN,complaints,1423
2019-05-30,MANHATTAN,Request Large Bulky Item Collection,1423
2019-05-30,MANHATTAN,Illegal Parking,1423
2019-05-30,MANHATTAN,Noise,1423
2019-05-30,MANHATTAN,Noise - Residential,1423
2019-05-30,MANHATTAN,Street Condition,1423
2019-05-30,QUEENS,complaints,2051
2019-05-30,QUEENS,Request Large Bulky Item Collection,2051
2019-05-30,QUEENS,Illegal Parking,2051
2019-05-30,QUEENS,Blocked Driveway,2051
2019-05-30,QUEENS,Street Condition,2051
2019-05-30,QUEENS,Sewer,2051
2019-05-30,STATEN ISLAND,complaints,600
2019-05-30,STATEN ISLAND,Request Large Bulky Item Collection,600
2019-05-30,STATEN ISLAND,Street Condition,600
2019-05-30,STATEN ISLAND,Sewer,600
2019-05-30,STATEN ISLAND,Electronics Waste,600
2019-05-30,STATEN ISLAND,New Tree Request,600
2019-05-30,Unspecified,complaints,110
2019-05-30,Unspecified,Benefit Card Replacement,110
2019-05-30,Unspecified,Highway Condition,110
2019-05-30,Unspecified,HPD Literature Request,110
2019-05-30,Unspecified,DOF Parking - Payment Issue,110
2019-05-30,Unspecified,Street Condition,110
2019-05-31,Unspecified,DCA / DOH New License Application Request,110
2019-05-31,NYC,Request Large Bulky Item Collection,8608
2019-05-31,NYC,Noise - Residential,8608
2019-05-31,NYC,Illegal Parking,8608
2019-05-31,NYC,Noise - Street/Sidewalk,8608
2019-05-31,NYC,Blocked Driveway,8608
2019-05-31,BRONX,complaints,1359
2019-05-31,BRONX,Noise - Residential,1359
2019-05-31,BRONX,Noise - Street/Sidewalk,1359
2019-05-31,BRONX,Blocked Driveway,1359
2019-05-31,BRONX,Illegal Parking,1359
2019-05-31,BRONX,Street Light Condition,1359
2019-05-31,BROOKLYN,complaints,2811
2019-05-31,BROOKLYN,Request Large Bulky Item Collection,2811
2019-05-31,BROOKLYN,Noise - Residential,2811
2019-05-31,BROOKLYN,Illegal Parking,2811
2019-05-31,BROOKLYN,Blocked Driveway,2811
2019-05-31,BROOKLYN,Noise - Street/Sidewalk,2811
2019-05-31,MANHATTAN,complaints,1615
2019-05-31,MANHATTAN,Noise - Street/Sidewalk,1615
2019-05-31,MANHATTAN,Noise - Residential,1615
2019-05-31,MANHATTAN,Request Large Bulky Item Collection,1615
2019-05-31,MANHATTAN,Illegal Parking,1615
2019-05-31,MANHATTAN,Noise,1615
2019-05-31,QUEENS,complaints,2177
2019-05-31,QUEENS,Request Large Bulky Item Collection,2177
2019-05-31,QUEENS,Illegal Parking,2177
2019-05-31,QUEENS,Noise - Residential,2177
2019-05-31,QUEENS,Blocked Driveway,2177
2019-05-31,QUEENS,Street Condition,2177
2019-05-31,STATEN ISLAND,complaints,536
2019-05-31,STATEN ISLAND,Request Large Bulky Item Collection,536
2019-05-31,STATEN ISLAND,Missed Collection (All Materials),536
2019-05-31,STATEN ISLAND,Illegal Parking,536
2019-05-31,STATEN ISLAND,Street Condition,536
2019-05-31,STATEN ISLAND,Electronics Waste,536
2019-05-31,Unspecified,complaints,110
2019-05-31,Unspecified,Benefit Card Replacement,110
2019-05-31,Unspecified,HPD Literature Request,110
2019-05-31,Unspecified,Maintenance or Facility,110
2019-05-31,Unspecified,Highway Condition,110
2019-05-31,Unspecified,DCA / DOH New License Application Request,110
2019-06-01,Unspecified,Noise - Vehicle,66
2019-06-01,NYC,Noise - Residential,7726
2019-06-01,NYC,Noise - Street/Sidewalk,7726
2019-06-01,NYC,Illegal Parking,7726
2019-06-01,NYC,Request Large Bulky Item Collection,7726
2019-06-01,NYC,Blocked Driveway,7726
2019-06-01,BRONX,complaints,1235
2019-06-01,BRONX,Noise - Residential,1235
2019-06-01,BRONX,Noise - Street/Sidewalk,1235
2019-06-01,BRONX,Noise - Vehicle,1235
2019-06-01,BRONX,Blocked Driveway,1235
2019-06-01,BRONX,Illegal Parking,1235
2019-06-01,BROOKLYN,complaints,2548
2019-06-01,BROOKLYN,Noise - Residential,2548
2019-06-01,BROOKLYN,Noise - Street/Sidewalk,2548
2019-06-01,BROOKLYN,Illegal Parking,2548
2019-06-01,BROOKLYN,Request Large Bulky Item Collection,2548
2019-06-01,BROOKLYN,Blocked Driveway,2548
2019-06-01,MANHATTAN,complaints,1628
2019-06-01,MANHATTAN,Noise - Street/Sidewalk,1628
2019-06-01,MANHATTAN,Noise - Residential,1628
2019-06-01,MANHATTAN,Noise,1628
2019-06-01,MANHATTAN,Illegal Parking,1628
2019-06-01,MANHATTAN,Noise - Vehicle,1628
2019-06-01,QUEENS,complaints,1854
2019-06-01,QUEENS,Noise - Residential,1854
2019-06-01,QUEENS,Illegal Parking,1854
2019-06-01,QUEENS,Blocked Driveway,1854
2019-06-01,QUEENS,Request Large Bulky Item Collection,1854
2019-06-01,QUEENS,Noise - Vehicle,1854
2019-06-01,STATEN ISLAND,complaints,395
